Factura,Fecha,Customer_ID,Sexo,Venta ($),Ciudad,Product ID
23006315,5/3/2019,124749,#ERROR!,  3.048 ,Florida,3
23006316,5/3/2019,189348,#ERROR!,  4.195 ,Fray Bentos,5
23006314,5/3/2019,192468,#ERROR!,  7.260 ,Fray Bentos,6
23006315,5/3/2019,124749,#ERROR!,  3.809 ,Florida,9
23006318,5/3/2019,120094,#ERROR!,  4.558 ,Montevideo Periferia,0
23006317,5/3/2019,180248,#ERROR!,  2.420 ,Fray Bentos,6
23006321,5/3/2019,174088,#ERROR!,  3.630 ,Fray Bentos,6
23006320,5/3/2019,219575,#ERROR!,  4.195 ,Fray Bentos,8
23006322,5/3/2019,182110,#ERROR!,  3.223 ,Maldonado,13
23006325,5/3/2019,180131,#ERROR!,  4.558 ,Montevideo Periferia,0
23006324,5/3/2019,146524,#ERROR!,  7.260 ,Fray Bentos,6
23006327,5/3/2019,176971,#ERROR!,  4.538 ,Treinta y Tres,0
23006329,5/3/2019,217755,#ERROR!,  7.260 ,Salto,6
23006331,5/3/2019,947290,#ERROR!,  5.881 ,Rocha,25
23006332,5/3/2019,170464,#ERROR!,  6.534 ,Salto,2
23006334,5/3/2019,135796,#ERROR!,  7.260 ,Salto,6
23006336,5/3/2019,773107,#ERROR!,  6.168 ,Rocha,1
23006335,5/3/2019,166095,#ERROR!,  4.033 ,Fray Bentos,11
23006337,5/3/2019,156407,#ERROR!,  3.227 ,Montevideo Céntrico,13
23006339,5/3/2019,164849,#ERROR!,  3.630 ,Montevideo Periferia,11
23006341,5/3/2019,166996,#ERROR!,  3.920 ,Rocha,34
23006340,5/3/2019,136227,#ERROR!,  7.260 ,Salto,6
23006345,5/3/2019,138808,#ERROR!,  7.696 ,Montevideo Periferia,6
23006343,5/3/2019,173545,#ERROR!,  6.534 ,Montevideo Periferia,2
23006346,5/3/2019,166606,#ERROR!,  4.840 ,Paysandú,12
23006347,5/3/2019,147031,#ERROR!,  5.445 ,Montevideo Céntrico,0
23006348,5/3/2019,187685,#ERROR!,  3.754 ,Fray Bentos,11
23006345,5/3/2019,138808,#ERROR!,  6.542 ,Montevideo Periferia,1
23006348,5/3/2019,187685,#ERROR!,  5.324 ,Fray Bentos,4
23006348,5/3/2019,187685,#ERROR!,  3.003 ,Fray Bentos,13
23006349,5/3/2019,132661,#ERROR!,  1.008 ,Rocha,0
23006350,5/3/2019,164849,#ERROR!,  3.832 ,Montevideo Periferia,8
23006352,5/3/2019,181658,#ERROR!,  5.445 ,Montevideo Céntrico,0
23006351,5/3/2019,988021,#ERROR!,  3.630 ,Fray Bentos,9
23006354,5/3/2019,196639,#ERROR!,  5.445 ,Montevideo Periferia,1
23006353,5/3/2019,133060,#ERROR!,  6.171 ,Salto,1
23006356,5/3/2019,160934,#ERROR!,  4.033 ,San José,11
23006358,5/3/2019,174290,#ERROR!,  3.223 ,Rocha,13
23006355,5/3/2019,117361,#ERROR!,  3.025 ,Montevideo Periferia,9
23006357,5/3/2019,145626,#ERROR!,  3.943 ,Montevideo Periferia,34
23006357,5/3/2019,145626,#ERROR!,  5.172 ,Montevideo Periferia,4
23006359,5/3/2019,117361,#ERROR!,  5.445 ,Montevideo Periferia,1
23006360,5/3/2019,163657,#ERROR!,  1.008 ,Rocha,0
23006361,5/3/2019,155582,#ERROR!,  7.456 ,Canelones,6
23006362,5/3/2019,177092,#ERROR!,  2.901 ,Rocha,13
23006361,5/3/2019,155582,#ERROR!,  6.338 ,Canelones,1
23006364,5/3/2019,196136,#ERROR!,  7.260 ,Montevideo Periferia,6
23006363,5/3/2019,134086,#ERROR!,  5.445 ,Rivera,0
23006367,5/3/2019,143319,#ERROR!,  8.063 ,Artigas,6
23006365,5/3/2019,189465,#ERROR!,  2.420 ,Rivera,6
23006366,5/3/2019,161242,#ERROR!,  5.445 ,Montevideo Céntrico,0
23006369,5/3/2019,136448,#ERROR!,  8.063 ,Artigas,6
23006368,5/3/2019,102939,#ERROR!,  6.885 ,Montevideo Céntrico,2
23006368,5/3/2019,102939,#ERROR!,  6.502 ,Montevideo Céntrico,1
23006371,5/3/2019,167653,#ERROR!,  7.258 ,Rivera,6
23006370,5/3/2019,165405,#ERROR!,  4.558 ,Montevideo Periferia,0
23006373,5/3/2019,174088,#ERROR!,  7.260 ,Paysandú,6
23006371,5/3/2019,167653,#ERROR!,  5.444 ,Rivera,2
23006372,5/3/2019,176887,#ERROR!,  7.257 ,Treinta y Tres,6
23006374,5/3/2019,185684,#ERROR!,  2.900 ,Montevideo Periferia,13
23006374,5/3/2019,185684,#ERROR!,  5.143 ,Montevideo Periferia,4
23006371,5/3/2019,167653,#ERROR!,  3.630 ,Rivera,0
23006374,5/3/2019,185684,#ERROR!,  7.257 ,Montevideo Periferia,6
23006374,5/3/2019,185684,#ERROR!,  6.168 ,Montevideo Periferia,1
23006375,5/3/2019,172711,#ERROR!,  2.823 ,Maldonado,11
23006376,5/3/2019,176827,#ERROR!,  5.445 ,Rivera,0
23006377,5/3/2019,142103,#ERROR!,  6.853 ,Treinta y Tres,6
23006382,5/3/2019,202787,#ERROR!,  6.857 ,Florida,1
23006381,5/3/2019,116231,#ERROR!,  1.815 ,Canelones,0
23006379,5/3/2019,177967,#ERROR!,  1.815 ,Rivera,0
23006380,5/3/2019,897872,#ERROR!,  2.904 ,Canelones,13
23006378,5/3/2019,134260,#ERROR!,  3.479 ,Canelones,5
23006192,4/3/2019,187233,#ERROR!,  6.168 ,Canelones,1
23006135,4/3/2019,167652,#ERROR!,  7.260 ,Salto,6
23006137,4/3/2019,224913,#ERROR!,  7.260 ,Salto,6
23006141,4/3/2019,180218,#ERROR!,  7.257 ,Soriano,6
23006140,4/3/2019,265358,#ERROR!,  3.807 ,Rocha,1
23006145,4/3/2019,196366,#ERROR!,  2.420 ,Soriano,26
23006148,4/3/2019,140302,#ERROR!,  5.163 ,Montevideo Periferia,27
23006147,4/3/2019,142059,#ERROR!,  726 ,Montevideo Periferia,5
23006149,4/3/2019,555555,#ERROR!,  1.371 ,San José,6
23006150,4/3/2019,136525,#ERROR!,  4.195 ,Salto,5
23006153,4/3/2019,213288,#ERROR!,  4.033 ,San José,11
23006151,4/3/2019,142059,#ERROR!,  5.163 ,Montevideo Periferia,1
23006154,4/3/2019,142968,#ERROR!,  2.690 ,Rocha,6
23006152,4/3/2019,183490,#ERROR!,  2.232 ,Montevideo Céntrico,26
23006152,4/3/2019,183490,#ERROR!,  7.448 ,Montevideo Céntrico,6
23006157,4/3/2019,163656,#ERROR!,  7.261 ,Fray Bentos,6
23006157,4/3/2019,163656,#ERROR!,  3.629 ,Fray Bentos,11
23006160,4/3/2019,107211,#ERROR!,  4.033 ,Fray Bentos,11
23006164,4/3/2019,178592,#ERROR!,  6.853 ,Rocha,1
23006162,4/3/2019,100508,#ERROR!,  7.260 ,Fray Bentos,6
23006165,4/3/2019,129689,#ERROR!,  3.630 ,Fray Bentos,0
23006170,4/3/2019,177402,#ERROR!,  2.087 ,Florida,5
23006172,4/3/2019,159422,#ERROR!,  3.630 ,Florida,11
23006173,4/3/2019,212167,#ERROR!,  4.356 ,Montevideo Céntrico,3
23006176,4/3/2019,156401,#ERROR!,  7.257 ,Maldonado,2
23006176,4/3/2019,156401,#ERROR!,  3.223 ,Maldonado,13
23006178,4/3/2019,106406,#ERROR!,  5.445 ,Paysandú,2
23006183,4/3/2019,198900,#ERROR!,  6.857 ,San José,1
23006189,4/3/2019,155092,#ERROR!,  4.537 ,Rivera,0
23006188,4/3/2019,169689,#ERROR!,  6.857 ,Canelones,1
23006191,4/3/2019,161263,#ERROR!,  4.030 ,Rivera,11
23006193,4/3/2019,169184,#ERROR!,  3.223 ,Rocha,13
23006198,4/3/2019,166606,#ERROR!,  5.140 ,Rivera,1
23006197,4/3/2019,179940,#ERROR!,  4.840 ,Canelones,12
23006195,4/3/2019,133547,#ERROR!,  3.872 ,Rivera,12
23006196,4/3/2019,168872,#ERROR!,  3.065 ,Montevideo Periferia,9
23006200,4/3/2019,165574,#ERROR!,  5.140 ,Rivera,1
23006202,4/3/2019,190637,#ERROR!,  6.531 ,Rivera,2
23006203,4/3/2019,182983,#ERROR!,  5.445 ,Montevideo Periferia,2
23006203,4/3/2019,182983,#ERROR!,  7.260 ,Montevideo Periferia,6
23006205,4/3/2019,173437,#ERROR!,  6.857 ,Salto,1
23006208,4/3/2019,129754,#ERROR!,  7.260 ,Salto,6
23006209,4/3/2019,159589,#ERROR!,  2.420 ,Rivera,6
23006207,4/3/2019,161263,#ERROR!,  2.420 ,Maldonado,26
23006211,4/3/2019,206645,#ERROR!,  3.630 ,Fray Bentos,0
23006212,4/3/2019,263258,#ERROR!,  6.168 ,Rocha,1
23006214,4/3/2019,186413,#ERROR!,  4.195 ,Fray Bentos,5
23006220,4/3/2019,138822,#ERROR!,  5.163 ,Paysandú,1
23006219,4/3/2019,204874,#ERROR!,  7.260 ,Salto,6
23006218,4/3/2019,160201,#ERROR!,  5.445 ,Soriano,0
23006223,4/3/2019,166605,#ERROR!,  2.420 ,Maldonado,13
23006222,4/3/2019,210257,#ERROR!,  3.630 ,Salto,9
23006225,4/3/2019,257979,#ERROR!,  6.857 ,Montevideo Céntrico,1
23006224,4/3/2019,178766,#ERROR!,  7.260 ,Paysandú,6
23006226,4/3/2019,188623,#ERROR!,  908 ,Rivera,0
23006228,4/3/2019,167755,#ERROR!,  3.630 ,Montevideo Periferia,3
23006229,4/3/2019,217006,#ERROR!,  8.067 ,Montevideo Céntrico,6
23006227,4/3/2019,175409,#ERROR!,  6.534 ,Salto,2
23006229,4/3/2019,217006,#ERROR!,  6.857 ,Montevideo Céntrico,1
23006231,4/3/2019,180683,#ERROR!,  7.260 ,Salto,6
23006233,4/3/2019,139141,#ERROR!,  2.420 ,Paysandú,26
23006236,4/3/2019,911513,#ERROR!,  7.260 ,Salto,2
23006234,4/3/2019,177042,#ERROR!,  6.168 ,Treinta y Tres,1
23006237,4/3/2019,204928,#ERROR!,  2.430 ,Treinta y Tres,13
23006232,4/3/2019,133461,#ERROR!,  3.630 ,Rivera,6
23006235,4/3/2019,142101,#ERROR!,  6.171 ,Maldonado,1
23006237,4/3/2019,204928,#ERROR!,  7.296 ,Treinta y Tres,6
23006237,4/3/2019,204928,#ERROR!,  6.566 ,Treinta y Tres,2
23006239,4/3/2019,219619,#ERROR!,  7.260 ,Paysandú,6
23006238,4/3/2019,169122,#ERROR!,  6.171 ,Flores,1
23006237,4/3/2019,204928,#ERROR!,  6.201 ,Treinta y Tres,1
23006241,4/3/2019,219619,#ERROR!,  7.260 ,Paysandú,6
23006240,4/3/2019,164976,#ERROR!,  7.256 ,Flores,2
23006242,4/3/2019,174633,#ERROR!,  6.171 ,Flores,1
23006243,4/3/2019,137098,#ERROR!,  7.260 ,San José,6
23006246,4/3/2019,129245,#ERROR!,  2.823 ,Florida,16
23006243,4/3/2019,137098,#ERROR!,  6.171 ,San José,1
23006243,4/3/2019,137098,#ERROR!,  6.534 ,San José,2
23006245,4/3/2019,180322,#ERROR!,  3.630 ,Montevideo Periferia,8
23006248,4/3/2019,129245,#ERROR!,  6.534 ,Florida,2
23006244,4/3/2019,198778,#ERROR!,  2.823 ,Florida,16
23006247,4/3/2019,185847,#ERROR!,  7.260 ,Montevideo Periferia,6
23006253,4/3/2019,169642,#ERROR!,  6.531 ,Soriano,2
23006249,4/3/2019,129245,#ERROR!,  7.260 ,Florida,6
23006253,4/3/2019,169642,#ERROR!,  6.168 ,Soriano,1
23006140,4/3/2019,265358,#ERROR!,  2.241 ,Rocha,9
23006138,4/3/2019,140302,#ERROR!,  5.163 ,Montevideo Periferia,27
23006136,4/3/2019,179575,#ERROR!,  4.840 ,Rocha,12
23006143,4/3/2019,153271,#ERROR!,  2.541 ,Paysandú,16
23006131,4/3/2019,125780,#ERROR!,  7.257 ,Montevideo Periferia,6
23006128,4/3/2019,106406,#ERROR!,  3.630 ,Paysandú,11
23006125,4/3/2019,179961,#ERROR!,  6.853 ,Soriano,1
23006124,4/3/2019,162110,#ERROR!,  3.630 ,Rocha,0
23006122,4/3/2019,261045,#ERROR!,  2.904 ,Rocha,3
23006123,4/3/2019,216537,#ERROR!,  5.445 ,Paysandú,2
23006119,4/3/2019,139991,#ERROR!,  3.630 ,Montevideo Periferia,8
23006121,4/3/2019,130955,#ERROR!,  8.063 ,Rocha,6
23006120,4/3/2019,257816,#ERROR!,  7.257 ,Rocha,6
23006118,4/3/2019,109155,#ERROR!,  8.063 ,Rocha,6
23006105,3/3/2019,104829,#ERROR!,  4.033 ,San José,11
23006108,3/3/2019,180845,#ERROR!,  3.223 ,Flores,13
23006106,3/3/2019,126772,#ERROR!,  6.173 ,Florida,4
23006107,3/3/2019,191519,#ERROR!,  6.170 ,San José,1
23006107,3/3/2019,191519,#ERROR!,  3.631 ,San José,9
23006106,3/3/2019,126772,#ERROR!,  4.172 ,Florida,8
23006116,3/3/2019,134799,#ERROR!,  6.050 ,Florida,2
23006115,3/3/2019,184434,#ERROR!,  6.171 ,Flores,1
23006113,3/3/2019,151794,#ERROR!,  6.535 ,Flores,2
23006113,3/3/2019,151794,#ERROR!,  6.171 ,Flores,1
23006114,3/3/2019,200007,#ERROR!,  4.033 ,San José,11
23006112,3/3/2019,176102,#ERROR!,  5.716 ,Florida,4
23006111,3/3/2019,181677,#ERROR!,  4.449 ,Florida,40
23006109,3/3/2019,140920,#ERROR!,  3.630 ,Flores,0
23006110,3/3/2019,153370,#ERROR!,  3.025 ,San José,0
23006045,2/3/2019,170875,#ERROR!,  3.630 ,Montevideo Céntrico,0
23006046,2/3/2019,151253,#ERROR!,  1.089 ,Montevideo Céntrico,0
23006044,2/3/2019,154646,#ERROR!,  3.223 ,Montevideo Céntrico,13
23006047,2/3/2019,133684,#ERROR!,  3.570 ,Montevideo Periferia,8
23006048,2/3/2019,133684,#ERROR!,  3.570 ,Montevideo Periferia,5
23006049,2/3/2019,157770,#ERROR!,  6.857 ,Montevideo Céntrico,1
23006050,2/3/2019,770410,#ERROR!,  3.630 ,Montevideo Periferia,5
23006053,2/3/2019,219546,#ERROR!,  3.629 ,San José,11
23006054,2/3/2019,143739,#ERROR!,  7.260 ,Salto,6
23006053,2/3/2019,219546,#ERROR!,  7.261 ,San José,6
23006056,2/3/2019,161654,#ERROR!,  4.558 ,Rivera,0
23006059,2/3/2019,923231,#ERROR!,  8.067 ,Salto,6
23006057,2/3/2019,128527,#ERROR!,  5.140 ,Rivera,1
23006058,2/3/2019,247903,#ERROR!,  6.168 ,Rivera,1
23006061,2/3/2019,107185,#ERROR!,  3.227 ,Salto,13
23006061,2/3/2019,107185,#ERROR!,  2.419 ,Salto,26
23006062,2/3/2019,167874,#ERROR!,  7.257 ,Rivera,6
23006060,2/3/2019,153841,#ERROR!,  6.171 ,Soriano,1
23006062,2/3/2019,167874,#ERROR!,  6.168 ,Rivera,1
23006063,2/3/2019,637789,#ERROR!,  5.485 ,San José,2
23006064,2/3/2019,834536,#ERROR!,  7.258 ,Paysandú,6
23006064,2/3/2019,834536,#ERROR!,  6.169 ,Paysandú,1
23006065,2/3/2019,174884,#ERROR!,  4.901 ,Rivera,25
23006066,2/3/2019,200443,#ERROR!,  6.171 ,Flores,1
23006067,2/3/2019,174884,#ERROR!,  2.901 ,Rivera,13
23006068,2/3/2019,192917,#ERROR!,  6.093 ,Florida,6
23006069,2/3/2019,160962,#ERROR!,  6.857 ,Montevideo Céntrico,2
23006071,2/3/2019,137052,#ERROR!,  4.176 ,Florida,8
23006071,2/3/2019,137052,#ERROR!,  2.117 ,Florida,16
23006068,2/3/2019,192917,#ERROR!,  3.654 ,Florida,11
23006070,2/3/2019,186152,#ERROR!,  2.901 ,Rivera,13
23006072,2/3/2019,216635,#ERROR!,  7.261 ,Florida,6
23006072,2/3/2019,216635,#ERROR!,  3.629 ,Florida,11
23006073,2/3/2019,164029,#ERROR!,  5.445 ,Montevideo Periferia,2
23006074,2/3/2019,201181,#ERROR!,  2.178 ,Maldonado,26
23006076,2/3/2019,139013,#ERROR!,  6.534 ,Rocha,2
23006075,2/3/2019,170880,#ERROR!,  6.853 ,Maldonado,1
23006077,2/3/2019,164742,#ERROR!,  6.168 ,Treinta y Tres,1
23006078,2/3/2019,175367,#ERROR!,  2.420 ,Florida,13
23006079,2/3/2019,175367,#ERROR!,  2.420 ,Florida,13
23006079,2/3/2019,175367,#ERROR!,  1.814 ,Florida,26
23006078,2/3/2019,175367,#ERROR!,  1.814 ,Florida,26
23006080,2/3/2019,121748,#ERROR!,  6.534 ,Florida,2
23006083,2/3/2019,169689,#ERROR!,  2.904 ,Canelones,13
23006081,2/3/2019,165030,#ERROR!,  3.630 ,Canelones,8
23006082,2/3/2019,104061,#ERROR!,  3.630 ,Canelones,8
23006089,2/3/2019,167441,#ERROR!,  7.260 ,Maldonado,6
23006088,2/3/2019,179778,#ERROR!,  3.479 ,Canelones,8
23006087,2/3/2019,183565,#ERROR!,  2.820 ,Montevideo Periferia,16
23006086,2/3/2019,179778,#ERROR!,  3.479 ,Canelones,8
23006085,2/3/2019,179778,#ERROR!,  5.445 ,Canelones,2
23006090,2/3/2019,186595,#ERROR!,  5.142 ,Canelones,1
23006084,2/3/2019,165391,#ERROR!,  3.509 ,Canelones,8
23006102,2/3/2019,113097,#ERROR!,  6.534 ,Florida,2
23006096,2/3/2019,210216,#ERROR!,  4.449 ,Paysandú,20
23006094,2/3/2019,155912,#ERROR!,  2.360 ,Montevideo Céntrico,26
23006092,2/3/2019,186595,#ERROR!,  3.479 ,Canelones,8
23006098,2/3/2019,138895,#ERROR!,  7.257 ,Soriano,6
23006097,2/3/2019,174394,#ERROR!,  3.223 ,Artigas,13
23006104,2/3/2019,134885,#ERROR!,  7.260 ,Florida,6
23006101,2/3/2019,174376,#ERROR!,  6.169 ,Artigas,1
23006091,2/3/2019,186595,#ERROR!,  5.445 ,Canelones,2
23006100,2/3/2019,139893,#ERROR!,  2.420 ,Canelones,26
23006101,2/3/2019,174376,#ERROR!,  7.258 ,Artigas,6
23006099,2/3/2019,169956,#ERROR!,  6.853 ,Artigas,1
23006103,2/3/2019,179240,#ERROR!,  7.260 ,Florida,6
23006093,2/3/2019,161194,#ERROR!,  6.171 ,Salto,1
23006095,2/3/2019,138895,#ERROR!,  6.168 ,Soriano,1
23006117,2/3/2019,109420,#ERROR!,  1.976 ,Rocha,21
23006094,2/3/2019,155912,#ERROR!,  5.909 ,Montevideo Céntrico,0
23005942,1/3/2019,137878,#ERROR!,  3.223 ,Treinta y Tres,13
23005959,1/3/2019,103827,#ERROR!,  4.356 ,San José,5
23005985,1/3/2019,173207,#ERROR!,  2.178 ,Salto,26
23005991,1/3/2019,166207,#ERROR!,  3.630 ,Salto,0
23005988,1/3/2019,179191,#ERROR!,  6.168 ,Treinta y Tres,1
23005990,1/3/2019,187036,#ERROR!,  6.090 ,Canelones,6
23005993,1/3/2019,871049,#ERROR!,  4.182 ,Fray Bentos,5
23005992,1/3/2019,175338,#ERROR!,  4.840 ,Treinta y Tres,12
23005995,1/3/2019,213853,#ERROR!,  4.840 ,Treinta y Tres,3
23005993,1/3/2019,871049,#ERROR!,  6.184 ,Fray Bentos,1
23005996,1/3/2019,161524,#ERROR!,  8.067 ,Salto,6
23005997,1/3/2019,166182,#ERROR!,  5.825 ,Treinta y Tres,1
23005997,1/3/2019,166182,#ERROR!,  6.854 ,Treinta y Tres,6
23006000,1/3/2019,175973,#ERROR!,  2.416 ,Soriano,26
23006002,1/3/2019,134894,#ERROR!,  6.168 ,Soriano,1
23006001,1/3/2019,184338,#ERROR!,  3.227 ,Salto,13
23006004,1/3/2019,156414,#ERROR!,  2.250 ,Fray Bentos,26
23006004,1/3/2019,156414,#ERROR!,  5.010 ,Fray Bentos,12
23006005,1/3/2019,172433,#ERROR!,  6.168 ,Soriano,1
23006007,1/3/2019,163366,#ERROR!,  5.259 ,Treinta y Tres,4
23006006,1/3/2019,125303,#ERROR!,  5.889 ,Salto,25
23006007,1/3/2019,163366,#ERROR!,  2.966 ,Treinta y Tres,13
23006007,1/3/2019,163366,#ERROR!,  6.308 ,Treinta y Tres,1
23006008,1/3/2019,109921,#ERROR!,  8.069 ,Montevideo Céntrico,6
23006009,1/3/2019,170764,#ERROR!,  3.227 ,Salto,13
23006008,1/3/2019,109921,#ERROR!,  2.418 ,Montevideo Céntrico,26
23006011,1/3/2019,254638,#ERROR!,  6.171 ,San José,1
23006010,1/3/2019,124606,#ERROR!,  6.531 ,Soriano,2
23006012,1/3/2019,131252,#ERROR!,  4.840 ,Fray Bentos,6
23006012,1/3/2019,131252,#ERROR!,  4.114 ,Fray Bentos,1
23006014,1/3/2019,136153,#ERROR!,  4.901 ,Soriano,25
23006015,1/3/2019,240437,#ERROR!,  2.901 ,Rivera,13
23006016,1/3/2019,213121,#ERROR!,  3.847 ,Treinta y Tres,6
23006017,1/3/2019,164630,#ERROR!,  2.902 ,Salto,13
23006017,1/3/2019,164630,#ERROR!,  6.536 ,Salto,2
23006016,1/3/2019,213121,#ERROR!,  3.270 ,Treinta y Tres,1
23006018,1/3/2019,151852,#ERROR!,  4.538 ,Fray Bentos,0
23006020,1/3/2019,872368,#ERROR!,  4.356 ,Soriano,3
23006019,1/3/2019,698879,#ERROR!,  7.260 ,Montevideo Céntrico,2
23006021,1/3/2019,182072,#ERROR!,  3.223 ,Artigas,13
23006025,1/3/2019,171157,#ERROR!,  5.445 ,Montevideo Céntrico,0
23006022,1/3/2019,101042,#ERROR!,  5.445 ,San José,2
23006024,1/3/2019,875719,#ERROR!,  2.823 ,Salto,0
23006027,1/3/2019,171871,#ERROR!,  1.815 ,Rivera,0
23006026,1/3/2019,177001,#ERROR!,  6.171 ,Fray Bentos,1
23006028,1/3/2019,160179,#ERROR!,  1.008 ,Maldonado,0
23006030,1/3/2019,183646,#ERROR!,  3.479 ,Florida,5
23006031,1/3/2019,160179,#ERROR!,  1.008 ,Maldonado,0
23006032,1/3/2019,185843,#ERROR!,  3.630 ,Montevideo Periferia,5
23006029,1/3/2019,198900,#ERROR!,  5.445 ,San José,2
23006033,1/3/2019,202386,#ERROR!,  6.857 ,Florida,1
23006038,1/3/2019,138408,#ERROR!,  7.261 ,Florida,6
23006035,1/3/2019,185843,#ERROR!,  6.171 ,Montevideo Periferia,1
23006034,1/3/2019,136819,#ERROR!,  6.534 ,Florida,2
23006037,1/3/2019,154892,#ERROR!,  4.558 ,Montevideo Periferia,0
23006036,1/3/2019,122231,#ERROR!,  3.630 ,Montevideo Periferia,8
23006038,1/3/2019,138408,#ERROR!,  6.171 ,Florida,1
23006039,1/3/2019,169686,#ERROR!,  4.840 ,Montevideo Periferia,16
23006040,1/3/2019,150948,#ERROR!,  3.630 ,Montevideo Periferia,9
23006043,1/3/2019,217038,#ERROR!,  4.235 ,San José,5
23006041,1/3/2019,210310,#ERROR!,  5.445 ,San José,2
23006051,1/3/2019,177245,#ERROR!,  3.630 ,Artigas,0
23006052,1/3/2019,122392,#ERROR!,  7.260 ,Rivera,6
23006042,1/3/2019,165970,#ERROR!,  3.630 ,San José,0
23006055,1/3/2019,169729,#ERROR!,  4.558 ,Rivera,0
23005864,28/2/2019,182115,#ERROR!,  2.416 ,Rivera,26
,28/2/2019,176458,#ERROR!,  (6.534),Artigas,2
,28/2/2019,165291,#ERROR!,  (4.635),Rocha,8
,28/2/2019,165521,#ERROR!,  (3.630),Artigas,0
,28/2/2019,116408,#ERROR!,  (3.627),Flores,11
,28/2/2019,170857,#ERROR!,  (3.627),Rocha,11
,28/2/2019,247077,#ERROR!,  (3.388),Flores,3
,28/2/2019,168432,#ERROR!,  (3.627),Rivera,11
,28/2/2019,132729,#ERROR!,  (8.067),San José,6
,28/2/2019,132729,#ERROR!,  (6.856),San José,1
,28/2/2019,255818,#ERROR!,  (3.627),Rocha,11
,28/2/2019,188131,#ERROR!,  (3.630),Salto,11
,28/2/2019,122344,#ERROR!,  (4.171),Rivera,5
,28/2/2019,169382,#ERROR!,  (4.171),Rivera,8
,28/2/2019,168973,#ERROR!,  (7.260),Salto,2
,28/2/2019,160077,#ERROR!,  (4.171),Rivera,8
,28/2/2019,160077,#ERROR!,  (4.171),Rivera,5
,28/2/2019,937537,#ERROR!,  (5.485),Treinta y Tres,14
,28/2/2019,175156,#ERROR!,  (3.627),Treinta y Tres,11
,28/2/2019,189348,#ERROR!,  (4.181),Rocha,5
,28/2/2019,158899,#ERROR!,  (4.030),Flores,11
,28/2/2019,189348,#ERROR!,  (6.182),Rocha,1
23005746,28/2/2019,160879,#ERROR!,  7.257 ,Soriano,6
23005752,28/2/2019,217093,#ERROR!,  3.497 ,Canelones,5
23005753,28/2/2019,183627,#ERROR!,  3.223 ,Artigas,13
23005756,28/2/2019,209973,#ERROR!,  7.257 ,Montevideo Céntrico,6
23005757,28/2/2019,181025,#ERROR!,  5.163 ,Montevideo Periferia,1
23005771,28/2/2019,158301,#ERROR!,  6.854 ,Canelones,1
23005769,28/2/2019,166211,#ERROR!,  6.857 ,Canelones,1
23005762,28/2/2019,161001,#ERROR!,  2.901 ,Rocha,13
23005763,28/2/2019,165557,#ERROR!,  6.171 ,Fray Bentos,1
23005759,28/2/2019,214940,#ERROR!,  7.257 ,Montevideo Céntrico,6
23005773,28/2/2019,160911,#ERROR!,  4.558 ,Soriano,0
23005776,28/2/2019,169562,#ERROR!,  2.235 ,Maldonado,26
23005778,28/2/2019,162094,#ERROR!,  7.257 ,Soriano,6
23005776,28/2/2019,169562,#ERROR!,  6.715 ,Maldonado,2
23005778,28/2/2019,162094,#ERROR!,  6.168 ,Soriano,1
23005780,28/2/2019,103402,#ERROR!,  7.260 ,Paysandú,6
23005779,28/2/2019,153015,#ERROR!,  7.257 ,Rivera,6
23005781,28/2/2019,997952,#ERROR!,  2.420 ,Maldonado,26
23005783,28/2/2019,103402,#ERROR!,  4.033 ,Paysandú,11
23005784,28/2/2019,160922,#ERROR!,  2.178 ,Maldonado,26
23005786,28/2/2019,171928,#ERROR!,  7.257 ,Rocha,6
23005786,28/2/2019,171928,#ERROR!,  6.168 ,Rocha,1
23005788,28/2/2019,159489,#ERROR!,  6.168 ,Paysandú,1
23005787,28/2/2019,189347,#ERROR!,  6.168 ,Soriano,1
23005790,28/2/2019,109316,#ERROR!,  890 ,Rocha,36
23005790,28/2/2019,109316,#ERROR!,  890 ,Rocha,42
23005791,28/2/2019,157697,#ERROR!,  6.628 ,Artigas,12
23005791,28/2/2019,157697,#ERROR!,  8.281 ,Artigas,6
23005791,28/2/2019,157697,#ERROR!,  3.310 ,Artigas,13
23005791,28/2/2019,157697,#ERROR!,  7.453 ,Artigas,2
23005793,28/2/2019,157697,#ERROR!,  6.897 ,Artigas,24
23005794,28/2/2019,195982,#ERROR!,  10.842 ,Salto,21
23005791,28/2/2019,157697,#ERROR!,  4.971 ,Artigas,3
23005794,28/2/2019,195982,#ERROR!,  2.946 ,Salto,13
23005795,28/2/2019,159253,#ERROR!,  8.063 ,Soriano,6
23005797,28/2/2019,141825,#ERROR!,  5.143 ,Treinta y Tres,4
23005798,28/2/2019,157260,#ERROR!,  2.984 ,Rivera,13
23005794,28/2/2019,195982,#ERROR!,  7.371 ,Salto,6
23005798,28/2/2019,157260,#ERROR!,  2.237 ,Rivera,26
23005799,28/2/2019,181833,#ERROR!,  3.223 ,Artigas,13
23005798,28/2/2019,157260,#ERROR!,  3.360 ,Rivera,2
23005801,28/2/2019,176994,#ERROR!,  4.171 ,Rocha,5
23005801,28/2/2019,176994,#ERROR!,  2.900 ,Rocha,13
23005800,28/2/2019,210080,#ERROR!,  4.558 ,Soriano,0
23005803,28/2/2019,215172,#ERROR!,  8.067 ,San José,6
23005804,28/2/2019,153362,#ERROR!,  2.416 ,Soriano,26
